"","user","date_time","date","hour","day","price"
"843","bitcoinprice",2017-04-24 12:00:03,2017-04-24,12,"Mon",1248.5
"844","bitcoinprice",2017-04-24 11:00:03,2017-04-24,11,"Mon",1248.17
"845","bitcoinprice",2017-04-24 10:00:03,2017-04-24,10,"Mon",1246.26
"846","bitcoinprice",2017-04-24 09:00:05,2017-04-24,9,"Mon",1246.06
"847","bitcoinprice",2017-04-24 08:00:04,2017-04-24,8,"Mon",1245.9
"848","bitcoinprice",2017-04-24 07:00:04,2017-04-24,7,"Mon",1249.14
"849","bitcoinprice",2017-04-24 06:00:03,2017-04-24,6,"Mon",1247.71
"850","bitcoinprice",2017-04-24 05:00:04,2017-04-24,5,"Mon",1247.03
"851","bitcoinprice",2017-04-24 04:00:03,2017-04-24,4,"Mon",1245.73
"852","bitcoinprice",2017-04-24 03:00:03,2017-04-24,3,"Mon",1243.69
"853","bitcoinprice",2017-04-24 02:00:04,2017-04-24,2,"Mon",1244.35
"854","bitcoinprice",2017-04-24 01:00:04,2017-04-24,1,"Mon",1246.83
"855","bitcoinprice",2017-04-24 00:00:03,2017-04-24,0,"Mon",1249.67
"856","bitcoinprice",2017-04-23 23:00:03,2017-04-23,23,"Sun",1248.8
"857","bitcoinprice",2017-04-23 22:00:04,2017-04-23,22,"Sun",1245.83
"858","bitcoinprice",2017-04-23 21:00:04,2017-04-23,21,"Sun",1245.06
"859","bitcoinprice",2017-04-23 20:00:03,2017-04-23,20,"Sun",1243.83
"860","bitcoinprice",2017-04-23 19:00:03,2017-04-23,19,"Sun",1246.89
"861","bitcoinprice",2017-04-23 18:00:03,2017-04-23,18,"Sun",1244.13
"862","bitcoinprice",2017-04-23 17:00:03,2017-04-23,17,"Sun",1246.06
"863","bitcoinprice",2017-04-23 16:00:05,2017-04-23,16,"Sun",1246.37
"864","bitcoinprice",2017-04-23 15:00:03,2017-04-23,15,"Sun",1244.79
"865","bitcoinprice",2017-04-23 14:00:03,2017-04-23,14,"Sun",1242.41
"866","bitcoinprice",2017-04-23 13:00:04,2017-04-23,13,"Sun",1241.61
"867","bitcoinprice",2017-04-23 12:00:03,2017-04-23,12,"Sun",1242.28
"868","bitcoinprice",2017-04-23 11:00:03,2017-04-23,11,"Sun",1242.5
"869","bitcoinprice",2017-04-23 10:00:02,2017-04-23,10,"Sun",1241.91
"870","bitcoinprice",2017-04-23 09:00:03,2017-04-23,9,"Sun",1242.13
"871","bitcoinprice",2017-04-23 08:00:03,2017-04-23,8,"Sun",1242.87
"872","bitcoinprice",2017-04-23 07:00:03,2017-04-23,7,"Sun",1240.93
"873","bitcoinprice",2017-04-23 06:00:03,2017-04-23,6,"Sun",1238.23
"874","bitcoinprice",2017-04-23 05:00:02,2017-04-23,5,"Sun",1234.84
"875","bitcoinprice",2017-04-23 04:00:03,2017-04-23,4,"Sun",1235.49
"876","bitcoinprice",2017-04-23 03:00:03,2017-04-23,3,"Sun",1239.08
"877","bitcoinprice",2017-04-23 02:00:02,2017-04-23,2,"Sun",1240.76
"878","bitcoinprice",2017-04-23 01:00:02,2017-04-23,1,"Sun",1240.13
"879","bitcoinprice",2017-04-23 00:00:03,2017-04-23,0,"Sun",1241.43
"880","bitcoinprice",2017-04-22 23:00:03,2017-04-22,23,"Sat",1244.8
"881","bitcoinprice",2017-04-22 22:00:03,2017-04-22,22,"Sat",1245.72
"882","bitcoinprice",2017-04-22 21:00:02,2017-04-22,21,"Sat",1242.38
"883","bitcoinprice",2017-04-22 20:00:02,2017-04-22,20,"Sat",1242.1
"884","bitcoinprice",2017-04-22 19:00:02,2017-04-22,19,"Sat",1238.57
"885","bitcoinprice",2017-04-22 18:00:03,2017-04-22,18,"Sat",1236.42
"886","bitcoinprice",2017-04-22 17:00:03,2017-04-22,17,"Sat",1237.62
"887","bitcoinprice",2017-04-22 16:00:20,2017-04-22,16,"Sat",1232.14
"888","bitcoinprice",2017-04-22 15:00:03,2017-04-22,15,"Sat",1229.05
"889","bitcoinprice",2017-04-22 14:00:03,2017-04-22,14,"Sat",1220.16
"890","bitcoinprice",2017-04-22 13:00:02,2017-04-22,13,"Sat",1233.52
"891","bitcoinprice",2017-04-22 12:00:03,2017-04-22,12,"Sat",1239.47
"892","bitcoinprice",2017-04-22 11:00:03,2017-04-22,11,"Sat",1240.39
"893","bitcoinprice",2017-04-22 10:00:02,2017-04-22,10,"Sat",1241.87
"894","bitcoinprice",2017-04-22 09:00:03,2017-04-22,9,"Sat",1243.19
"895","bitcoinprice",2017-04-22 08:00:03,2017-04-22,8,"Sat",1245.88
"896","bitcoinprice",2017-04-22 07:00:03,2017-04-22,7,"Sat",1246.34
"897","bitcoinprice",2017-04-22 06:00:02,2017-04-22,6,"Sat",1244.98
"898","bitcoinprice",2017-04-22 05:00:03,2017-04-22,5,"Sat",1245.75
"899","bitcoinprice",2017-04-22 04:00:03,2017-04-22,4,"Sat",1245.8
"900","bitcoinprice",2017-04-22 03:00:03,2017-04-22,3,"Sat",1246.82
"901","bitcoinprice",2017-04-22 02:00:05,2017-04-22,2,"Sat",1246.54
"902","bitcoinprice",2017-04-22 01:00:02,2017-04-22,1,"Sat",1247.89
"903","bitcoinprice",2017-04-22 00:00:03,2017-04-22,0,"Sat",1247.04
"904","bitcoinprice",2017-04-21 23:00:03,2017-04-21,23,"Fri",1244.39
"905","bitcoinprice",2017-04-21 22:00:04,2017-04-21,22,"Fri",1245.07
"906","bitcoinprice",2017-04-21 21:00:02,2017-04-21,21,"Fri",1242.89
"907","bitcoinprice",2017-04-21 20:00:03,2017-04-21,20,"Fri",1243.27
"908","bitcoinprice",2017-04-21 19:00:03,2017-04-21,19,"Fri",1243.25
"909","bitcoinprice",2017-04-21 18:00:02,2017-04-21,18,"Fri",1242.37
"910","bitcoinprice",2017-04-21 17:00:03,2017-04-21,17,"Fri",1242.52
"911","bitcoinprice",2017-04-21 16:00:03,2017-04-21,16,"Fri",1244.6
"912","bitcoinprice",2017-04-21 15:00:03,2017-04-21,15,"Fri",1243.73
"913","bitcoinprice",2017-04-21 14:00:04,2017-04-21,14,"Fri",1246.48
"914","bitcoinprice",2017-04-21 13:00:03,2017-04-21,13,"Fri",1247.38
"915","bitcoinprice",2017-04-21 12:00:03,2017-04-21,12,"Fri",1249.65
"916","bitcoinprice",2017-04-21 11:00:04,2017-04-21,11,"Fri",1250.36
"917","bitcoinprice",2017-04-21 10:00:03,2017-04-21,10,"Fri",1248.89
"918","bitcoinprice",2017-04-21 09:00:03,2017-04-21,9,"Fri",1247.05
"919","bitcoinprice",2017-04-21 07:00:03,2017-04-21,7,"Fri",1246.19
"920","bitcoinprice",2017-04-21 06:00:03,2017-04-21,6,"Fri",1246.66
"921","bitcoinprice",2017-04-21 05:00:03,2017-04-21,5,"Fri",1244.95
"922","bitcoinprice",2017-04-21 04:00:03,2017-04-21,4,"Fri",1244.84
"923","bitcoinprice",2017-04-21 03:00:03,2017-04-21,3,"Fri",1246.2
"924","bitcoinprice",2017-04-21 02:00:03,2017-04-21,2,"Fri",1242.97
"925","bitcoinprice",2017-04-21 01:00:03,2017-04-21,1,"Fri",1241.02
"926","bitcoinprice",2017-04-21 00:00:04,2017-04-21,0,"Fri",1237.39
"927","bitcoinprice",2017-04-20 23:00:03,2017-04-20,23,"Thu",1237.17
"928","bitcoinprice",2017-04-20 22:00:03,2017-04-20,22,"Thu",1233.87
"929","bitcoinprice",2017-04-20 21:00:03,2017-04-20,21,"Thu",1240.65
"930","bitcoinprice",2017-04-20 20:00:04,2017-04-20,20,"Thu",1231.8
"931","bitcoinprice",2017-04-20 19:00:04,2017-04-20,19,"Thu",1236.42
"932","bitcoinprice",2017-04-20 18:00:04,2017-04-20,18,"Thu",1239.66
"933","bitcoinprice",2017-04-20 17:00:04,2017-04-20,17,"Thu",1241.78
"934","bitcoinprice",2017-04-20 16:00:03,2017-04-20,16,"Thu",1234.98
"935","bitcoinprice",2017-04-20 15:00:05,2017-04-20,15,"Thu",1228.27
"936","bitcoinprice",2017-04-20 14:00:06,2017-04-20,14,"Thu",1224.62
"937","bitcoinprice",2017-04-20 13:00:08,2017-04-20,13,"Thu",1222.98
"938","bitcoinprice",2017-04-20 12:00:03,2017-04-20,12,"Thu",1223.91
"939","bitcoinprice",2017-04-20 11:00:03,2017-04-20,11,"Thu",1224.73
"940","bitcoinprice",2017-04-20 10:00:03,2017-04-20,10,"Thu",1223.58
"941","bitcoinprice",2017-04-20 09:00:04,2017-04-20,9,"Thu",1223.7
"942","bitcoinprice",2017-04-20 08:00:04,2017-04-20,8,"Thu",1221.04
"943","bitcoinprice",2017-04-20 07:00:04,2017-04-20,7,"Thu",1218.38
"944","bitcoinprice",2017-04-20 06:00:03,2017-04-20,6,"Thu",1217.57
"945","bitcoinprice",2017-04-20 04:00:04,2017-04-20,4,"Thu",1215.58
"946","bitcoinprice",2017-04-20 03:00:03,2017-04-20,3,"Thu",1216.05
"947","bitcoinprice",2017-04-20 02:00:02,2017-04-20,2,"Thu",1215.25
"948","bitcoinprice",2017-04-20 01:00:03,2017-04-20,1,"Thu",1216.01
"949","bitcoinprice",2017-04-20 00:00:03,2017-04-20,0,"Thu",1213.68
"950","bitcoinprice",2017-04-19 23:00:04,2017-04-19,23,"Wed",1209.13
"951","bitcoinprice",2017-04-19 22:00:02,2017-04-19,22,"Wed",1208.43
"952","bitcoinprice",2017-04-19 21:00:02,2017-04-19,21,"Wed",1210.05
"953","bitcoinprice",2017-04-19 20:00:03,2017-04-19,20,"Wed",1211.64
"954","bitcoinprice",2017-04-19 19:00:03,2017-04-19,19,"Wed",1210.44
"955","bitcoinprice",2017-04-19 18:00:03,2017-04-19,18,"Wed",1209.37
"956","bitcoinprice",2017-04-19 17:00:03,2017-04-19,17,"Wed",1208.97
"957","bitcoinprice",2017-04-19 16:00:04,2017-04-19,16,"Wed",1210.17
"958","bitcoinprice",2017-04-19 15:00:03,2017-04-19,15,"Wed",1207.8
"959","bitcoinprice",2017-04-19 14:00:04,2017-04-19,14,"Wed",1208.21
"960","bitcoinprice",2017-04-19 13:00:03,2017-04-19,13,"Wed",1207.02
"961","bitcoinprice",2017-04-19 12:00:03,2017-04-19,12,"Wed",1208.47
"962","bitcoinprice",2017-04-19 11:00:03,2017-04-19,11,"Wed",1205.99
"963","bitcoinprice",2017-04-19 10:00:05,2017-04-19,10,"Wed",1204.54
"964","bitcoinprice",2017-04-19 09:00:05,2017-04-19,9,"Wed",1205.08
"965","bitcoinprice",2017-04-19 08:00:03,2017-04-19,8,"Wed",1214.17
"966","bitcoinprice",2017-04-19 07:00:04,2017-04-19,7,"Wed",1216.23
"967","bitcoinprice",2017-04-19 06:00:02,2017-04-19,6,"Wed",1221.12
"968","bitcoinprice",2017-04-19 05:00:03,2017-04-19,5,"Wed",1223.2
"969","bitcoinprice",2017-04-19 04:00:02,2017-04-19,4,"Wed",1221.5
"970","bitcoinprice",2017-04-19 03:00:02,2017-04-19,3,"Wed",1224.03
"971","bitcoinprice",2017-04-19 02:00:03,2017-04-19,2,"Wed",1223.36
"972","bitcoinprice",2017-04-19 01:00:03,2017-04-19,1,"Wed",1219.71
"973","bitcoinprice",2017-04-19 00:00:03,2017-04-19,0,"Wed",1222.3
"974","bitcoinprice",2017-04-18 23:00:06,2017-04-18,23,"Tue",1221.91
"975","bitcoinprice",2017-04-18 22:00:03,2017-04-18,22,"Tue",1221.67
"976","bitcoinprice",2017-04-18 21:00:02,2017-04-18,21,"Tue",1222.38
"977","bitcoinprice",2017-04-18 20:00:04,2017-04-18,20,"Tue",1223.74
"978","bitcoinprice",2017-04-18 19:00:02,2017-04-18,19,"Tue",1224.96
"979","bitcoinprice",2017-04-18 18:00:02,2017-04-18,18,"Tue",1224.09
"980","bitcoinprice",2017-04-18 17:00:03,2017-04-18,17,"Tue",1221.71
"981","bitcoinprice",2017-04-18 16:00:02,2017-04-18,16,"Tue",1221.85
"982","bitcoinprice",2017-04-18 15:00:02,2017-04-18,15,"Tue",1223.68
"983","bitcoinprice",2017-04-18 14:00:03,2017-04-18,14,"Tue",1223.76
"984","bitcoinprice",2017-04-18 13:00:03,2017-04-18,13,"Tue",1227.45
"985","bitcoinprice",2017-04-18 12:00:02,2017-04-18,12,"Tue",1224.37
"986","bitcoinprice",2017-04-18 11:00:04,2017-04-18,11,"Tue",1221.57
"987","bitcoinprice",2017-04-18 10:00:02,2017-04-18,10,"Tue",1221.25
"988","bitcoinprice",2017-04-18 09:00:02,2017-04-18,9,"Tue",1221.91
"989","bitcoinprice",2017-04-18 08:00:03,2017-04-18,8,"Tue",1221.46
"990","bitcoinprice",2017-04-18 07:00:02,2017-04-18,7,"Tue",1220.47
"991","bitcoinprice",2017-04-18 06:00:03,2017-04-18,6,"Tue",1217.64
"992","bitcoinprice",2017-04-18 05:00:03,2017-04-18,5,"Tue",1220.15
"993","bitcoinprice",2017-04-18 04:00:03,2017-04-18,4,"Tue",1215.12
"994","bitcoinprice",2017-04-18 03:00:02,2017-04-18,3,"Tue",1213.8
"995","bitcoinprice",2017-04-18 02:00:03,2017-04-18,2,"Tue",1209.76
"996","bitcoinprice",2017-04-18 01:00:03,2017-04-18,1,"Tue",1208.97
"997","bitcoinprice",2017-04-18 00:00:03,2017-04-18,0,"Tue",1208.54
"998","bitcoinprice",2017-04-17 23:00:06,2017-04-17,23,"Mon",1208.1
"999","bitcoinprice",2017-04-17 22:00:03,2017-04-17,22,"Mon",1204.83
"1000","bitcoinprice",2017-04-17 21:00:03,2017-04-17,21,"Mon",1210.4
"1001","bitcoinprice",2017-04-17 20:00:04,2017-04-17,20,"Mon",1207.96
"1002","bitcoinprice",2017-04-17 19:00:06,2017-04-17,19,"Mon",1207.94
"1003","bitcoinprice",2017-04-17 18:00:03,2017-04-17,18,"Mon",1203.43
"1004","bitcoinprice",2017-04-17 17:00:03,2017-04-17,17,"Mon",1207.95
"1005","bitcoinprice",2017-04-17 16:00:03,2017-04-17,16,"Mon",1203.77
"1006","bitcoinprice",2017-04-17 15:00:03,2017-04-17,15,"Mon",1193.38
"1007","bitcoinprice",2017-04-17 14:00:05,2017-04-17,14,"Mon",1189.91
"1008","bitcoinprice",2017-04-17 13:00:03,2017-04-17,13,"Mon",1191.36
"1009","bitcoinprice",2017-04-17 12:00:02,2017-04-17,12,"Mon",1188.14
"1010","bitcoinprice",2017-04-17 11:00:04,2017-04-17,11,"Mon",1191.05
"1011","bitcoinprice",2017-04-17 10:00:03,2017-04-17,10,"Mon",1192.37
"1012","bitcoinprice",2017-04-17 09:00:03,2017-04-17,9,"Mon",1190.22
"1013","bitcoinprice",2017-04-17 08:00:03,2017-04-17,8,"Mon",1187.73
"1014","bitcoinprice",2017-04-17 07:00:04,2017-04-17,7,"Mon",1187.34
"1015","bitcoinprice",2017-04-17 06:00:02,2017-04-17,6,"Mon",1186.56
"1016","bitcoinprice",2017-04-17 05:00:03,2017-04-17,5,"Mon",1187.58
"1017","bitcoinprice",2017-04-17 04:00:03,2017-04-17,4,"Mon",1187.25
"1018","bitcoinprice",2017-04-17 03:00:05,2017-04-17,3,"Mon",1186.87
"1019","bitcoinprice",2017-04-17 02:00:03,2017-04-17,2,"Mon",1185.28
"1020","bitcoinprice",2017-04-17 01:00:03,2017-04-17,1,"Mon",1186.68
"1021","bitcoinprice",2017-04-16 23:00:03,2017-04-16,23,"Sun",1190.66
"1022","bitcoinprice",2017-04-16 22:00:03,2017-04-16,22,"Sun",1190.96
"1023","bitcoinprice",2017-04-16 21:00:03,2017-04-16,21,"Sun",1190.7
"1024","bitcoinprice",2017-04-16 20:00:04,2017-04-16,20,"Sun",1192.2
"1025","bitcoinprice",2017-04-16 19:00:03,2017-04-16,19,"Sun",1191.23
"1026","bitcoinprice",2017-04-16 18:00:03,2017-04-16,18,"Sun",1189.37
"1027","bitcoinprice",2017-04-16 17:00:03,2017-04-16,17,"Sun",1188.01
"1028","bitcoinprice",2017-04-16 16:00:03,2017-04-16,16,"Sun",1186.86
"1029","bitcoinprice",2017-04-16 15:00:03,2017-04-16,15,"Sun",1185.54
"1030","bitcoinprice",2017-04-16 14:00:02,2017-04-16,14,"Sun",1185.23
"1031","bitcoinprice",2017-04-16 13:00:03,2017-04-16,13,"Sun",1186.03
"1032","bitcoinprice",2017-04-16 12:00:03,2017-04-16,12,"Sun",1189.8
"1033","bitcoinprice",2017-04-16 11:00:04,2017-04-16,11,"Sun",1190.76
"1034","bitcoinprice",2017-04-16 10:00:03,2017-04-16,10,"Sun",1190.12
"1035","bitcoinprice",2017-04-16 09:00:02,2017-04-16,9,"Sun",1188.88
"1036","bitcoinprice",2017-04-16 08:00:03,2017-04-16,8,"Sun",1189.79
"1037","bitcoinprice",2017-04-16 07:00:03,2017-04-16,7,"Sun",1190.78
"1038","bitcoinprice",2017-04-16 06:00:03,2017-04-16,6,"Sun",1190.96
"1039","bitcoinprice",2017-04-16 05:00:02,2017-04-16,5,"Sun",1190.26
"1040","bitcoinprice",2017-04-16 04:00:02,2017-04-16,4,"Sun",1190.33
"1041","bitcoinprice",2017-04-16 03:00:03,2017-04-16,3,"Sun",1188
"1042","bitcoinprice",2017-04-16 02:00:03,2017-04-16,2,"Sun",1187.09
"1043","bitcoinprice",2017-04-16 01:00:06,2017-04-16,1,"Sun",1186.39
"1044","bitcoinprice",2017-04-16 00:00:03,2017-04-16,0,"Sun",1183.03
"1045","bitcoinprice",2017-04-15 23:00:03,2017-04-15,23,"Sat",1186.22
"1046","bitcoinprice",2017-04-15 22:00:04,2017-04-15,22,"Sat",1192.14
"1047","bitcoinprice",2017-04-15 21:00:03,2017-04-15,21,"Sat",1191.42
"1048","bitcoinprice",2017-04-15 20:00:08,2017-04-15,20,"Sat",1193.19
"1049","bitcoinprice",2017-04-15 19:00:04,2017-04-15,19,"Sat",1192.59
"1050","bitcoinprice",2017-04-15 18:00:03,2017-04-15,18,"Sat",1193.62
"1051","bitcoinprice",2017-04-15 17:00:04,2017-04-15,17,"Sat",1197.47
"1052","bitcoinprice",2017-04-15 16:00:03,2017-04-15,16,"Sat",1197.77
"1053","bitcoinprice",2017-04-15 15:00:02,2017-04-15,15,"Sat",1195.78
"1054","bitcoinprice",2017-04-15 14:00:03,2017-04-15,14,"Sat",1192.91
"1055","bitcoinprice",2017-04-15 13:00:03,2017-04-15,13,"Sat",1191.22
"1056","bitcoinprice",2017-04-15 12:00:02,2017-04-15,12,"Sat",1191.31
"1057","bitcoinprice",2017-04-15 11:00:03,2017-04-15,11,"Sat",1190.24
"1058","bitcoinprice",2017-04-15 10:00:03,2017-04-15,10,"Sat",1188.64
"1059","bitcoinprice",2017-04-15 09:00:03,2017-04-15,9,"Sat",1189.49
"1060","bitcoinprice",2017-04-15 08:00:03,2017-04-15,8,"Sat",1189.1
"1061","bitcoinprice",2017-04-15 07:00:03,2017-04-15,7,"Sat",1189.58
"1062","bitcoinprice",2017-04-15 06:00:02,2017-04-15,6,"Sat",1188.41
"1063","bitcoinprice",2017-04-15 05:00:03,2017-04-15,5,"Sat",1189
"1064","bitcoinprice",2017-04-15 04:00:02,2017-04-15,4,"Sat",1189.6
"1065","bitcoinprice",2017-04-15 03:00:03,2017-04-15,3,"Sat",1185.93
"1066","bitcoinprice",2017-04-15 02:00:04,2017-04-15,2,"Sat",1188.69
"1067","bitcoinprice",2017-04-15 01:00:03,2017-04-15,1,"Sat",1184.11
"1068","bitcoinprice",2017-04-15 00:00:05,2017-04-15,0,"Sat",1187.78
"1069","bitcoinprice",2017-04-14 23:00:03,2017-04-14,23,"Fri",1186.9
"1070","bitcoinprice",2017-04-14 22:00:03,2017-04-14,22,"Fri",1187.68
"1071","bitcoinprice",2017-04-14 21:00:02,2017-04-14,21,"Fri",1189.55
"1072","bitcoinprice",2017-04-14 20:00:02,2017-04-14,20,"Fri",1187.5
"1073","bitcoinprice",2017-04-14 19:00:03,2017-04-14,19,"Fri",1193.5
"1074","bitcoinprice",2017-04-14 18:00:02,2017-04-14,18,"Fri",1195.73
"1075","bitcoinprice",2017-04-14 17:00:03,2017-04-14,17,"Fri",1194.59
"1076","bitcoinprice",2017-04-14 16:00:04,2017-04-14,16,"Fri",1194.2
"1077","bitcoinprice",2017-04-14 15:00:02,2017-04-14,15,"Fri",1192.17
"1078","bitcoinprice",2017-04-14 14:00:03,2017-04-14,14,"Fri",1188.56
"1079","bitcoinprice",2017-04-14 13:00:04,2017-04-14,13,"Fri",1182.72
"1080","bitcoinprice",2017-04-14 12:00:04,2017-04-14,12,"Fri",1180.61
"1081","bitcoinprice",2017-04-14 11:00:03,2017-04-14,11,"Fri",1181.13
"1082","bitcoinprice",2017-04-14 10:00:03,2017-04-14,10,"Fri",1181.73
"1083","bitcoinprice",2017-04-14 09:00:03,2017-04-14,9,"Fri",1186.66
"1084","bitcoinprice",2017-04-14 08:00:02,2017-04-14,8,"Fri",1191.86
"1085","bitcoinprice",2017-04-14 07:00:02,2017-04-14,7,"Fri",1196.46
"1086","bitcoinprice",2017-04-14 06:00:03,2017-04-14,6,"Fri",1190.42
"1087","bitcoinprice",2017-04-14 05:00:03,2017-04-14,5,"Fri",1186.92
"1088","bitcoinprice",2017-04-14 04:00:03,2017-04-14,4,"Fri",1188.8
"1089","bitcoinprice",2017-04-14 03:00:04,2017-04-14,3,"Fri",1186.3
"1090","bitcoinprice",2017-04-14 02:00:03,2017-04-14,2,"Fri",1187.87
"1091","bitcoinprice",2017-04-14 01:00:03,2017-04-14,1,"Fri",1181.19
"1092","bitcoinprice",2017-04-14 00:00:02,2017-04-14,0,"Fri",1181.22
"1093","bitcoinprice",2017-04-13 23:00:02,2017-04-13,23,"Thu",1182.12
"1094","bitcoinprice",2017-04-13 22:00:02,2017-04-13,22,"Thu",1181.66
"1095","bitcoinprice",2017-04-13 21:00:02,2017-04-13,21,"Thu",1175.81
"1096","bitcoinprice",2017-04-13 20:00:07,2017-04-13,20,"Thu",1178.14
"1097","bitcoinprice",2017-04-13 19:00:03,2017-04-13,19,"Thu",1171.31
"1098","bitcoinprice",2017-04-13 18:00:03,2017-04-13,18,"Thu",1169.06
"1099","bitcoinprice",2017-04-13 17:00:02,2017-04-13,17,"Thu",1178.88
"1100","bitcoinprice",2017-04-13 16:00:02,2017-04-13,16,"Thu",1179.65
"1101","bitcoinprice",2017-04-13 15:00:04,2017-04-13,15,"Thu",1180.14
"1102","bitcoinprice",2017-04-13 14:00:02,2017-04-13,14,"Thu",1194.8
"1103","bitcoinprice",2017-04-13 13:00:03,2017-04-13,13,"Thu",1199.29
"1104","bitcoinprice",2017-04-13 12:00:03,2017-04-13,12,"Thu",1200.03
"1105","bitcoinprice",2017-04-13 11:00:02,2017-04-13,11,"Thu",1196.68
"1106","bitcoinprice",2017-04-13 10:00:05,2017-04-13,10,"Thu",1191.52
"1107","bitcoinprice",2017-04-13 09:00:05,2017-04-13,9,"Thu",1195.06
"1108","bitcoinprice",2017-04-13 08:00:02,2017-04-13,8,"Thu",1199.01
"1109","bitcoinprice",2017-04-13 07:00:03,2017-04-13,7,"Thu",1187.99
"1110","bitcoinprice",2017-04-13 06:00:02,2017-04-13,6,"Thu",1215.42
"1111","bitcoinprice",2017-04-13 05:00:03,2017-04-13,5,"Thu",1220.06
"1112","bitcoinprice",2017-04-13 04:00:03,2017-04-13,4,"Thu",1216.98
"1113","bitcoinprice",2017-04-13 03:00:03,2017-04-13,3,"Thu",1220.67
"1114","bitcoinprice",2017-04-13 02:00:03,2017-04-13,2,"Thu",1222.4
"1115","bitcoinprice",2017-04-13 01:00:03,2017-04-13,1,"Thu",1220.12
"1116","bitcoinprice",2017-04-13 00:00:04,2017-04-13,0,"Thu",1219.82
"1117","bitcoinprice",2017-04-12 23:00:03,2017-04-12,23,"Wed",1217.93
"1118","bitcoinprice",2017-04-12 22:00:04,2017-04-12,22,"Wed",1219.98
"1119","bitcoinprice",2017-04-12 21:00:03,2017-04-12,21,"Wed",1219.49
"1120","bitcoinprice",2017-04-12 20:00:03,2017-04-12,20,"Wed",1218.54
"1121","bitcoinprice",2017-04-12 19:00:03,2017-04-12,19,"Wed",1225.09
"1122","bitcoinprice",2017-04-12 18:00:03,2017-04-12,18,"Wed",1219.66
"1123","bitcoinprice",2017-04-12 17:00:04,2017-04-12,17,"Wed",1220.46
"1124","bitcoinprice",2017-04-12 16:00:03,2017-04-12,16,"Wed",1222.95
"1125","bitcoinprice",2017-04-12 15:00:03,2017-04-12,15,"Wed",1223.42
"1126","bitcoinprice",2017-04-12 14:00:03,2017-04-12,14,"Wed",1223.51
"1127","bitcoinprice",2017-04-12 13:00:03,2017-04-12,13,"Wed",1216.83
"1128","bitcoinprice",2017-04-12 12:00:03,2017-04-12,12,"Wed",1222.83
"1129","bitcoinprice",2017-04-12 11:00:04,2017-04-12,11,"Wed",1222.97
"1130","bitcoinprice",2017-04-12 10:00:03,2017-04-12,10,"Wed",1221.35
"1131","bitcoinprice",2017-04-12 09:00:05,2017-04-12,9,"Wed",1222.52
"1132","bitcoinprice",2017-04-12 08:00:04,2017-04-12,8,"Wed",1220.01
"1133","bitcoinprice",2017-04-12 07:00:03,2017-04-12,7,"Wed",1216.84
"1134","bitcoinprice",2017-04-12 06:00:04,2017-04-12,6,"Wed",1218.85
"1135","bitcoinprice",2017-04-12 05:00:03,2017-04-12,5,"Wed",1222.09
"1136","bitcoinprice",2017-04-12 04:00:03,2017-04-12,4,"Wed",1226.38
"1137","bitcoinprice",2017-04-12 02:00:04,2017-04-12,2,"Wed",1224.16
"1138","bitcoinprice",2017-04-12 01:00:04,2017-04-12,1,"Wed",1225.64
"1139","bitcoinprice",2017-04-12 00:00:03,2017-04-12,0,"Wed",1223.78
"1140","bitcoinprice",2017-04-11 23:00:03,2017-04-11,23,"Tue",1227.63
"1141","bitcoinprice",2017-04-11 22:00:05,2017-04-11,22,"Tue",1227.78
"1142","bitcoinprice",2017-04-11 21:00:04,2017-04-11,21,"Tue",1224.58
"1143","bitcoinprice",2017-04-11 20:00:03,2017-04-11,20,"Tue",1223.25
"1144","bitcoinprice",2017-04-11 19:00:04,2017-04-11,19,"Tue",1226.33
"1145","bitcoinprice",2017-04-11 18:00:03,2017-04-11,18,"Tue",1227.17
"1146","bitcoinprice",2017-04-11 17:00:03,2017-04-11,17,"Tue",1228.75
"1147","bitcoinprice",2017-04-11 16:00:03,2017-04-11,16,"Tue",1223.02
"1148","bitcoinprice",2017-04-11 15:00:03,2017-04-11,15,"Tue",1217.18
"1149","bitcoinprice",2017-04-11 14:00:05,2017-04-11,14,"Tue",1215.49
"1150","bitcoinprice",2017-04-11 13:00:03,2017-04-11,13,"Tue",1214.84
"1151","bitcoinprice",2017-04-11 12:00:03,2017-04-11,12,"Tue",1213.4
"1152","bitcoinprice",2017-04-11 11:00:03,2017-04-11,11,"Tue",1212.05
"1153","bitcoinprice",2017-04-11 10:00:03,2017-04-11,10,"Tue",1209.46
"1154","bitcoinprice",2017-04-11 09:00:03,2017-04-11,9,"Tue",1207.17
"1155","bitcoinprice",2017-04-11 08:00:02,2017-04-11,8,"Tue",1207.33
"1156","bitcoinprice",2017-04-11 07:00:03,2017-04-11,7,"Tue",1207.24
"1157","bitcoinprice",2017-04-11 06:00:03,2017-04-11,6,"Tue",1206.05
"1158","bitcoinprice",2017-04-11 05:00:03,2017-04-11,5,"Tue",1202.57
"1159","bitcoinprice",2017-04-11 04:00:03,2017-04-11,4,"Tue",1203.45
"1160","bitcoinprice",2017-04-11 03:00:02,2017-04-11,3,"Tue",1209.3
"1161","bitcoinprice",2017-04-11 02:00:02,2017-04-11,2,"Tue",1211.73
"1162","bitcoinprice",2017-04-11 01:00:03,2017-04-11,1,"Tue",1211.19
"1163","bitcoinprice",2017-04-11 00:00:04,2017-04-11,0,"Tue",1208.72
